瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%),利汲(cm)
192,柳林,2021-03-28 17:00,19.4,,2,52,
192,柳林,2021-03-28 18:00,17.8,,1.7,53,
192,柳林,2021-03-28 19:00,16,,1.3,59,
192,柳林,2021-03-28 20:00,12.6,,.7,74,
192,柳林,2021-03-28 21:00,13.4,,.9,67,
192,柳林,2021-03-28 22:00,10.5,,.2,89,
192,柳林,2021-03-28 23:00,11.6,,.4,80,
192,柳林,2021-03-29 00:00,13.6,,.8,69,
192,柳林,2021-03-29 01:00,12.9,,1.2,76,
192,柳林,2021-03-29 02:00,11.1,,.8,83,
192,柳林,2021-03-29 03:00,9,,.4,91,
192,柳林,2021-03-29 04:00,8.8,,.6,93,
192,柳林,2021-03-29 05:00,8.8,,.6,94,
192,柳林,2021-03-29 06:00,8.4,,1,94,
192,柳林,2021-03-29 07:00,8.1,,.8,96,
192,柳林,2021-03-29 08:00,10.5,,0,91,
192,柳林,2021-03-29 09:00,13.8,,.8,55,
192,柳林,2021-03-29 10:00,15.1,,.9,43,
192,柳林,2021-03-29 11:00,16.4,,1.5,36,
192,柳林,2021-03-29 12:00,17.7,,1.4,34,
192,柳林,2021-03-29 13:00,18.7,,1.3,34,
192,柳林,2021-03-29 14:00,19.6,,1.5,35,
192,柳林,2021-03-29 15:00,20.1,,1.4,34,
192,柳林,2021-03-29 16:00,19.8,,1.2,32,
192,柳林,2021-03-29 17:00,19.6,,.6,32,
192,柳林,2021-03-29 18:00,18.7,,.6,37,
192,柳林,2021-03-29 19:00,16.9,,.9,45,
192,柳林,2021-03-29 20:00,14,,.5,49,
192,柳林,2021-03-29 21:00,12.3,,.4,64,
192,柳林,2021-03-29 22:00,10.8,,.1,61,
192,柳林,2021-03-29 23:00,10.3,,.1,66,
192,柳林,2021-03-30 00:00,9,,.1,66,
192,柳林,2021-03-30 01:00,8.9,,.4,66,
192,柳林,2021-03-30 02:00,7.7,,.1,71,
192,柳林,2021-03-30 03:00,6.9,,0,75,
192,柳林,2021-03-30 04:00,6.8,,0,78,
192,柳林,2021-03-30 05:00,6.6,,0,77,
192,柳林,2021-03-30 06:00,5.9,,.1,79,
192,柳林,2021-03-30 07:00,6.3,,.1,79,
192,柳林,2021-03-30 08:00,9.4,,0,75,
192,柳林,2021-03-30 09:00,13.1,,.9,34,
192,柳林,2021-03-30 10:00,14,,1.2,34,
192,柳林,2021-03-30 11:00,14.5,,1.1,35,
192,柳林,2021-03-30 12:00,16.2,,1.1,31,
192,柳林,2021-03-30 13:00,18.2,,1.5,29,
192,柳林,2021-03-30 14:00,20,,2,25,
192,柳林,2021-03-30 15:00,20.3,,1.7,24,
192,柳林,2021-03-30 16:00,21.8,,1.1,23,
192,柳林,2021-03-30 17:00,21.2,,2,26,
192,柳林,2021-03-30 18:00,18.6,,1.1,32,
192,柳林,2021-03-30 19:00,16.3,,1.5,35,
192,柳林,2021-03-30 20:00,11.9,,.2,54,
192,柳林,2021-03-30 21:00,10,,.2,63,
192,柳林,2021-03-30 22:00,8.9,,.4,69,
192,柳林,2021-03-30 23:00,7.7,,0,76,
192,柳林,2021-03-31 00:00,6.5,,0,80,
192,柳林,2021-03-31 01:00,5.7,,0,82,
192,柳林,2021-03-31 02:00,5.1,,0,86,
192,柳林,2021-03-31 03:00,4.6,,0,87,
192,柳林,2021-03-31 04:00,3.9,,.6,89,
192,柳林,2021-03-31 05:00,3.5,,.2,93,
192,柳林,2021-03-31 06:00,2.9,,.1,93,
192,柳林,2021-03-31 07:00,3.9,,0,93,
192,柳林,2021-03-31 08:00,7.6,,.1,79,
192,柳林,2021-03-31 09:00,10.1,,.9,70,
192,柳林,2021-03-31 10:00,13.8,,1,58,
192,柳林,2021-03-31 11:00,16.6,,.7,47,
192,柳林,2021-03-31 12:00,19,,1,37,
192,柳林,2021-03-31 13:00,20.9,,1,30,
192,柳林,2021-03-31 14:00,21.3,,.8,28,
192,柳林,2021-03-31 15:00,20.8,,1.9,36,
192,柳林,2021-03-31 16:00,20.7,,1.9,37,
192,柳林,2021-03-31 17:00,20.2,,1.7,40,
192,柳林,2021-03-31 18:00,17.7,,1,47,
192,柳林,2021-03-31 19:00,16,,1.2,53,
192,柳林,2021-03-31 20:00,13.6,,.1,66,
192,柳林,2021-03-31 21:00,12.2,,0,69,
192,柳林,2021-03-31 22:00,11.6,,.3,72,
192,柳林,2021-03-31 23:00,10.5,,.4,77,
192,柳林,2021-04-01 00:00,9.5,,.2,81,
192,柳林,2021-04-01 01:00,8.6,,.4,82,
192,柳林,2021-04-01 02:00,7,,.3,89,
192,柳林,2021-04-01 03:00,6.4,,0,91,
192,柳林,2021-04-01 04:00,6.2,,.3,94,
192,柳林,2021-04-01 05:00,6,,.9,91,
192,柳林,2021-04-01 06:00,5.4,,0,94,
192,柳林,2021-04-01 07:00,6.8,,0,89,
192,柳林,2021-04-01 08:00,11.9,,2.3,64,
192,柳林,2021-04-01 09:00,14.2,,1.9,55,
192,柳林,2021-04-01 10:00,16.7,,2.8,48,
192,柳林,2021-04-01 11:00,17.8,,4,46,
192,柳林,2021-04-01 12:00,19.3,,3,40,
192,柳林,2021-04-01 13:00,21,,2.4,33,
192,柳林,2021-04-01 14:00,20.3,,3.2,30,
192,柳林,2021-04-01 15:00,19.6,,3.7,28,
192,柳林,2021-04-01 16:00,19,,3.1,28,
192,柳林,2021-04-01 17:00,18.3,,2.4,30,
192,柳林,2021-04-01 18:00,17.7,,2.9,29,
192,柳林,2021-04-01 19:00,17.1,,2.4,31,
192,柳林,2021-04-01 20:00,16.5,,3,30,
192,柳林,2021-04-01 21:00,15.6,,1.8,38,
192,柳林,2021-04-01 22:00,14.6,,1.7,43,
192,柳林,2021-04-01 23:00,13.8,,1.4,46,
192,柳林,2021-04-02 00:00,13.5,,1.2,51,
192,柳林,2021-04-02 01:00,13.3,,1.9,53,
192,柳林,2021-04-02 02:00,13.1,,2.4,53,
192,柳林,2021-04-02 03:00,12.9,,1.6,53,
192,柳林,2021-04-02 04:00,12.6,0,1.4,56,
192,柳林,2021-04-02 05:00,12.6,,1,57,
192,柳林,2021-04-02 06:00,12.6,,1.6,58,
192,柳林,2021-04-02 07:00,12.6,,.9,60,
192,柳林,2021-04-02 08:00,13.8,,1.4,60,
192,柳林,2021-04-02 09:00,15.8,,2.2,55,
192,柳林,2021-04-02 10:00,16.7,,2.4,55,
192,柳林,2021-04-02 11:00,18,,2.2,54,
192,柳林,2021-04-02 12:00,19.4,,2.4,51,
192,柳林,2021-04-02 13:00,20.5,,2.2,50,
192,柳林,2021-04-02 14:00,22.3,,2.1,47,
192,柳林,2021-04-02 15:00,22.1,,1.9,50,
192,柳林,2021-04-02 16:00,21.7,,2.9,52,
192,柳林,2021-04-02 17:00,20.2,,2.6,57,
192,柳林,2021-04-02 18:00,19.3,,2.2,58,
192,柳林,2021-04-02 19:00,18.5,,2,60,
192,柳林,2021-04-02 20:00,17.7,,1.2,63,
192,柳林,2021-04-02 21:00,18.1,,1.7,61,
192,柳林,2021-04-02 22:00,17.1,,.1,67,
192,柳林,2021-04-02 23:00,16.5,,.2,74,
192,柳林,2021-04-03 00:00,17,,1,69,
192,柳林,2021-04-03 01:00,16.8,,1,68,
192,柳林,2021-04-03 02:00,16.7,,1.2,70,
192,柳林,2021-04-03 03:00,16.5,,1.2,72,
192,柳林,2021-04-03 04:00,15.6,,.1,77,
192,柳林,2021-04-03 05:00,15.5,,0,79,
192,柳林,2021-04-03 06:00,15.4,,.6,83,
192,柳林,2021-04-03 07:00,15.1,,.2,84,
192,柳林,2021-04-03 08:00,15.5,,.9,83,
192,柳林,2021-04-03 09:00,16.3,,.9,78,
192,柳林,2021-04-03 10:00,15.1,.8,.9,91,
192,柳林,2021-04-03 11:00,14.5,1.4,1.6,95,
192,柳林,2021-04-03 12:00,14.7,1.5,.8,97,
192,柳林,2021-04-03 13:00,14.6,4.6,1,98,
192,柳林,2021-04-03 14:00,14.8,5.5,.4,99,
192,柳林,2021-04-03 15:00,14.9,1.5,1.1,99,
192,柳林,2021-04-03 16:00,15.1,4.5,.4,99,
192,柳林,2021-04-03 17:00,,4.9,.8,99,
192,柳林,2021-04-03 18:00,,5.6,0,99,
192,柳林,2021-04-03 19:00,,2,0,100,
192,柳林,2021-04-03 20:00,,1.7,0,100,
192,柳林,2021-04-03 21:00,,.7,0,100,
192,柳林,2021-04-03 22:00,,.3,0,100,
192,柳林,2021-04-03 23:00,,.5,.1,100,
192,柳林,2021-04-04 00:00,,.1,0,100,
192,柳林,2021-04-04 01:00,,,0,100,
192,柳林,2021-04-04 02:00,,,.4,100,
192,柳林,2021-04-04 03:00,16.2,,1.1,100,
192,柳林,2021-04-04 04:00,15.6,,1.4,99,
192,柳林,2021-04-04 05:00,15.3,0,.9,98,
192,柳林,2021-04-04 06:00,14.7,.5,1.6,99,
192,柳林,2021-04-04 07:00,14.6,.1,.5,99,
192,柳林,2021-04-04 08:00,14.1,4.3,1,98,
192,柳林,2021-04-04 09:00,13.1,1.1,1.4,96,
192,柳林,2021-04-04 10:00,12.6,1.6,2.1,96,
192,柳林,2021-04-04 11:00,12.5,.1,1.2,93,
192,柳林,2021-04-04 12:00,12.3,.1,1.5,93,
192,柳林,2021-04-04 13:00,12.6,,1.3,89,
192,柳林,2021-04-04 14:00,11.6,0,1.4,94,
192,柳林,2021-04-04 15:00,11.8,.1,1.7,89,
192,柳林,2021-04-04 16:00,12.1,,1.5,82,
192,柳林,2021-04-04 17:00,11.8,,1.2,86,
192,柳林,2021-04-04 18:00,11.3,,2.1,81,
192,柳林,2021-04-04 19:00,10.6,,.9,85,
192,柳林,2021-04-04 20:00,10.5,,1.1,84,
192,柳林,2021-04-04 21:00,10.3,,1.8,80,
192,柳林,2021-04-04 22:00,10,,1.2,77,
192,柳林,2021-04-04 23:00,9.5,,.8,88,
192,柳林,2021-04-05 00:00,9.3,,.9,91,
192,柳林,2021-04-05 01:00,8.8,,.5,91,
192,柳林,2021-04-05 02:00,8.1,,.5,87,
192,柳林,2021-04-05 03:00,7.7,,1.4,78,
192,柳林,2021-04-05 04:00,6.1,,.1,85,
192,柳林,2021-04-05 05:00,5.7,,.4,85,
192,柳林,2021-04-05 06:00,5.2,,.5,85,
192,柳林,2021-04-05 07:00,6.6,,1.1,71,
192,柳林,2021-04-05 08:00,8.8,,2.3,52,
192,柳林,2021-04-05 09:00,10.3,,2.3,44,
192,柳林,2021-04-05 10:00,11.2,,3,46,
192,柳林,2021-04-05 11:00,12.3,,2.7,41,
192,柳林,2021-04-05 12:00,14,,2.5,38,
192,柳林,2021-04-05 13:00,15.1,,2.4,39,
192,柳林,2021-04-05 14:00,16.1,,2.6,39,
192,柳林,2021-04-05 15:00,17.3,,2.6,41,
192,柳林,2021-04-05 16:00,17.5,,1.8,32,
192,柳林,2021-04-05 17:00,17,,2.5,31,
192,柳林,2021-04-05 18:00,16.1,,2.2,30,
192,柳林,2021-04-05 19:00,13.5,,.7,43,
192,柳林,2021-04-05 20:00,10.5,,.4,61,
192,柳林,2021-04-05 21:00,8.8,,.1,72,
192,柳林,2021-04-05 22:00,7.9,,.2,72,
192,柳林,2021-04-05 23:00,6,,.4,77,
192,柳林,2021-04-06 00:00,4.8,,0,83,
192,柳林,2021-04-06 01:00,3.3,,.1,87,
192,柳林,2021-04-06 02:00,2.8,,0,89,
192,柳林,2021-04-06 03:00,2.2,,.2,92,
192,柳林,2021-04-06 04:00,1.9,,.2,94,
192,柳林,2021-04-06 05:00,1.8,,.3,95,
192,柳林,2021-04-06 06:00,1.6,,0,94,
192,柳林,2021-04-06 07:00,3.5,,.2,89,
192,柳林,2021-04-06 08:00,7,,.4,76,
192,柳林,2021-04-06 09:00,8.6,,.3,67,
192,柳林,2021-04-06 10:00,10,,.5,59,
192,柳林,2021-04-06 11:00,11.8,,.5,55,
192,柳林,2021-04-06 12:00,14.2,,.9,49,
192,柳林,2021-04-06 13:00,17.2,,.8,44,
192,柳林,2021-04-06 14:00,19.2,,1.4,34,
192,柳林,2021-04-06 15:00,20.2,,2.3,31,
192,柳林,2021-04-06 16:00,20.2,,2.5,32,
192,柳林,2021-04-06 17:00,20.7,,3,23,
192,柳林,2021-04-06 18:00,20,,1,23,
192,柳林,2021-04-06 19:00,17.8,,1,34,
192,柳林,2021-04-06 20:00,14.3,,.9,56,
192,柳林,2021-04-06 21:00,14.4,,1.1,50,
192,柳林,2021-04-06 22:00,11.8,,.3,53,
192,柳林,2021-04-06 23:00,9.4,,.2,70,
192,柳林,2021-04-07 00:00,9.1,,.6,74,
192,柳林,2021-04-07 01:00,7.3,,.5,76,
192,柳林,2021-04-07 02:00,7,,.4,81,
192,柳林,2021-04-07 03:00,5.7,,.1,86,
192,柳林,2021-04-07 04:00,5.2,,.5,84,
192,柳林,2021-04-07 05:00,4,,.3,89,
192,柳林,2021-04-07 06:00,3.6,,.6,90,
192,柳林,2021-04-07 07:00,4.7,,.2,90,
192,柳林,2021-04-07 08:00,9.6,,.3,79,
192,柳林,2021-04-07 09:00,14.4,,1.2,53,
192,柳林,2021-04-07 10:00,17.5,,1.1,38,
192,柳林,2021-04-07 11:00,19.8,,1.6,33,
192,柳林,2021-04-07 12:00,20.5,,1.6,28,
192,柳林,2021-04-07 13:00,21.2,,1.7,26,
192,柳林,2021-04-07 14:00,21.8,,1.1,24,
192,柳林,2021-04-07 15:00,21.5,,3,25,
192,柳林,2021-04-07 16:00,19.5,,1.8,32,
192,柳林,2021-04-07 17:00,17.8,,2.1,41,
192,柳林,2021-04-07 18:00,17,,2.1,46,
192,柳林,2021-04-07 19:00,15.5,,2,52,
192,柳林,2021-04-07 20:00,14.4,,1,58,
192,柳林,2021-04-07 21:00,13.9,,.4,60,
192,柳林,2021-04-07 22:00,11.1,,.3,76,
192,柳林,2021-04-07 23:00,10.8,,.2,77,
192,柳林,2021-04-08 00:00,9.9,,0,81,
192,柳林,2021-04-08 01:00,9,,.3,85,
192,柳林,2021-04-08 02:00,8.1,,.2,88,
192,柳林,2021-04-08 03:00,8,,0,90,
192,柳林,2021-04-08 04:00,7.5,,.2,91,
192,柳林,2021-04-08 05:00,6.3,,0,94,
192,柳林,2021-04-08 06:00,5.8,,.2,96,
192,柳林,2021-04-08 07:00,6.6,,0,96,
192,柳林,2021-04-08 08:00,9.8,,.2,89,
192,柳林,2021-04-08 09:00,12.9,,.2,69,
192,柳林,2021-04-08 10:00,16.1,,1.2,43,
192,柳林,2021-04-08 11:00,18.6,,.9,32,
192,柳林,2021-04-08 12:00,19.8,,1.4,28,
192,柳林,2021-04-08 13:00,20.4,,1.1,27,
192,柳林,2021-04-08 14:00,21.7,,2.3,28,
192,柳林,2021-04-08 15:00,21.5,,2,27,
192,柳林,2021-04-08 16:00,20.6,,2.5,25,
192,柳林,2021-04-08 17:00,19.2,,2,31,
192,柳林,2021-04-08 18:00,17.3,,2.3,38,
192,柳林,2021-04-08 19:00,14.7,,2.1,47,
192,柳林,2021-04-08 20:00,11.8,,.4,64,
192,柳林,2021-04-08 21:00,10.3,,0,76,
192,柳林,2021-04-08 22:00,9.6,,0,79,
192,柳林,2021-04-08 23:00,8.6,,.1,85,
192,柳林,2021-04-09 00:00,7.5,,0,89,
192,柳林,2021-04-09 01:00,6.2,,0,93,
192,柳林,2021-04-09 02:00,5.8,,.1,95,
192,柳林,2021-04-09 03:00,4.8,,0,96,
192,柳林,2021-04-09 04:00,4,,.3,96,
192,柳林,2021-04-09 05:00,3.2,,.1,96,
192,柳林,2021-04-09 06:00,2.4,,.1,95,
192,柳林,2021-04-09 07:00,3.8,,0,94,
192,柳林,2021-04-09 08:00,8.2,,.3,76,
192,柳林,2021-04-09 09:00,11.7,,1,55,
192,柳林,2021-04-09 10:00,14.6,,2.5,43,
192,柳林,2021-04-09 11:00,16,,1.8,46,
192,柳林,2021-04-09 12:00,16.8,,1.8,48,
192,柳林,2021-04-09 13:00,17,,1.9,46,
192,柳林,2021-04-09 14:00,18.5,,1.7,40,
192,柳林,2021-04-09 15:00,14.6,,5.3,59,
192,柳林,2021-04-09 16:00,15.1,,3,60,
192,柳林,2021-04-09 17:00,14.3,,3.4,57,
192,柳林,2021-04-09 18:00,13.8,,2.8,56,
192,柳林,2021-04-09 19:00,12.5,,3.3,59,
192,柳林,2021-04-09 20:00,12.1,,2.5,57,
192,柳林,2021-04-09 21:00,11.2,,2.1,57,
192,柳林,2021-04-09 22:00,10.6,,1.8,59,
192,柳林,2021-04-09 23:00,9.8,,2.1,59,
192,柳林,2021-04-10 00:00,8.9,,1,62,
192,柳林,2021-04-10 01:00,6.9,,.7,73,
192,柳林,2021-04-10 02:00,5.8,,1,79,
192,柳林,2021-04-10 03:00,4.6,,.6,86,
192,柳林,2021-04-10 04:00,3.8,,.2,89,
192,柳林,2021-04-10 05:00,3,,.4,91,
192,柳林,2021-04-10 06:00,2.7,,.7,93,
192,柳林,2021-04-10 07:00,3.6,,.2,90,
192,柳林,2021-04-10 08:00,7.7,,.2,70,
192,柳林,2021-04-10 09:00,10.7,,1.8,57,
192,柳林,2021-04-10 10:00,12.1,,1.9,52,
192,柳林,2021-04-10 11:00,13.6,,1.5,44,
192,柳林,2021-04-10 12:00,15.2,,1.4,43,
192,柳林,2021-04-10 13:00,16,,1.9,36,
192,柳林,2021-04-10 14:00,16.9,,1.5,33,
192,柳林,2021-04-10 15:00,18,,1.7,34,
192,柳林,2021-04-10 16:00,17.3,,2,39,
192,柳林,2021-04-10 17:00,16.2,,2.3,45,
192,柳林,2021-04-10 18:00,14.3,,1.9,54,
192,柳林,2021-04-10 19:00,12.6,,.8,63,
192,柳林,2021-04-10 20:00,9.8,,.7,73,
192,柳林,2021-04-10 21:00,8.7,,.1,81,
192,柳林,2021-04-10 22:00,7.4,,0,84,
192,柳林,2021-04-10 23:00,6.3,,0,89,
192,柳林,2021-04-11 00:00,5.5,,.1,92,
192,柳林,2021-04-11 01:00,4.9,,.1,94,
192,柳林,2021-04-11 02:00,4.3,,.1,95,
192,柳林,2021-04-11 03:00,3.5,,.1,95,
192,柳林,2021-04-11 04:00,3.1,,.2,97,
192,柳林,2021-04-11 05:00,2.9,,.5,97,
192,柳林,2021-04-11 06:00,3,,.1,97,
192,柳林,2021-04-11 07:00,3.5,,.6,97,
192,柳林,2021-04-11 08:00,7.5,,.3,89,
192,柳林,2021-04-11 09:00,11.1,,.4,76,
192,柳林,2021-04-11 10:00,13.8,,1.3,51,
192,柳林,2021-04-11 11:00,15.9,,1.7,41,
192,柳林,2021-04-11 12:00,17.5,,1.2,34,
192,柳林,2021-04-11 13:00,19.8,,1.6,31,
192,柳林,2021-04-11 14:00,20.8,,2.2,20,
192,柳林,2021-04-11 15:00,20.5,,3,21,
192,柳林,2021-04-11 16:00,20.3,,2.9,22,
192,柳林,2021-04-11 17:00,20.1,,2.6,23,
192,柳林,2021-04-11 18:00,18.3,,1.9,23,
192,柳林,2021-04-11 19:00,15.5,,1,28,
192,柳林,2021-04-11 20:00,11.5,,0,47,
192,柳林,2021-04-11 21:00,10.1,,.2,55,
192,柳林,2021-04-11 22:00,9.6,,.2,57,
192,柳林,2021-04-11 23:00,9.8,,0,57,
192,柳林,2021-04-12 00:00,8.2,,.2,66,
192,柳林,2021-04-12 01:00,8.5,,.3,66,
192,柳林,2021-04-12 02:00,8.5,,0,68,
192,柳林,2021-04-12 03:00,8.9,,.3,67,
192,柳林,2021-04-12 04:00,8.8,,.1,72,
192,柳林,2021-04-12 05:00,8.7,,.2,73,
192,柳林,2021-04-12 06:00,8.6,,.2,77,
192,柳林,2021-04-12 07:00,9.1,,0,77,
192,柳林,2021-04-12 08:00,10.3,,.6,75,
192,柳林,2021-04-12 09:00,10.9,.6,.5,83,
192,柳林,2021-04-12 10:00,11.3,.3,.6,86,
192,柳林,2021-04-12 11:00,11.5,.5,.9,90,
192,柳林,2021-04-12 12:00,11.6,.6,1.2,92,
192,柳林,2021-04-12 13:00,11.8,1.6,.9,95,
192,柳林,2021-04-12 14:00,12.1,1.7,.8,96,
192,柳林,2021-04-12 15:00,11.8,1.7,.5,96,
192,柳林,2021-04-12 16:00,12.1,1.8,.2,97,
192,柳林,2021-04-12 17:00,12.1,4.6,.1,98,
192,柳林,2021-04-12 18:00,12.1,4,.6,98,
192,柳林,2021-04-12 19:00,12,2.7,.5,98,
192,柳林,2021-04-12 20:00,12.1,2.5,.6,99,
192,柳林,2021-04-12 21:00,13.3,3.4,.8,100,
192,柳林,2021-04-12 22:00,14.8,4,1.5,98,
192,柳林,2021-04-12 23:00,14.8,3,1.8,97,
192,柳林,2021-04-13 00:00,15,2.5,2,97,
192,柳林,2021-04-13 01:00,15.3,1.8,1.6,97,
192,柳林,2021-04-13 02:00,15.3,.4,.8,98,
192,柳林,2021-04-13 03:00,15.5,,1.3,98,
192,柳林,2021-04-13 04:00,15.8,,1.2,95,
192,柳林,2021-04-13 05:00,14.8,,1.6,95,
192,柳林,2021-04-13 06:00,13.6,,1.1,94,
192,柳林,2021-04-13 07:00,13.8,,1.7,88,
192,柳林,2021-04-13 08:00,14,,.9,89,
192,柳林,2021-04-13 09:00,14.5,,1,88,
192,柳林,2021-04-13 10:00,16.3,,.7,81,
192,柳林,2021-04-13 11:00,18.2,,1.5,70,
192,柳林,2021-04-13 12:00,19.5,,.7,62,
192,柳林,2021-04-13 13:00,19,,3.4,48,
192,柳林,2021-04-13 14:00,19.1,,3,46,
192,柳林,2021-04-13 15:00,19.2,,3,43,
192,柳林,2021-04-13 16:00,19,,2.7,40,
192,柳林,2021-04-13 17:00,17.6,,3,38,
192,柳林,2021-04-13 18:00,15.6,,2.9,36,
192,柳林,2021-04-13 19:00,13.2,,1.5,41,
192,柳林,2021-04-13 20:00,11,,1,54,
192,柳林,2021-04-13 21:00,10,,1,37,
192,柳林,2021-04-13 22:00,7.1,,.6,62,
192,柳林,2021-04-13 23:00,7.7,,.8,49,
192,柳林,2021-04-14 00:00,7.5,,1.6,40,
192,柳林,2021-04-14 01:00,6.8,,1.4,41,
192,柳林,2021-04-14 02:00,6.7,,3.3,45,
192,柳林,2021-04-14 03:00,6,,1.8,52,
192,柳林,2021-04-14 04:00,5.9,,2.1,53,
192,柳林,2021-04-14 05:00,6,,1.1,54,
192,柳林,2021-04-14 06:00,5.7,,1.9,56,
192,柳林,2021-04-14 07:00,5.9,,.6,58,
192,柳林,2021-04-14 08:00,6.9,,2,54,
192,柳林,2021-04-14 09:00,8.5,,2.4,50,
192,柳林,2021-04-14 10:00,9.8,,1.7,43,
192,柳林,2021-04-14 11:00,11.8,,1.8,39,
192,柳林,2021-04-14 12:00,13.8,,2.4,32,
192,柳林,2021-04-14 13:00,16.2,,3.2,20,
192,柳林,2021-04-14 14:00,16.8,,3.6,21,
192,柳林,2021-04-14 15:00,17.2,,2.5,23,
192,柳林,2021-04-14 16:00,17.2,,2.4,23,
192,柳林,2021-04-14 17:00,17.6,,2,23,
192,柳林,2021-04-14 18:00,16.5,,2.3,25,
192,柳林,2021-04-14 19:00,14.6,,2.4,28,
192,柳林,2021-04-14 20:00,12.6,,1.2,37,
192,柳林,2021-04-14 21:00,10,,1,51,
192,柳林,2021-04-14 22:00,7.5,,.4,64,
192,柳林,2021-04-14 23:00,6.5,,1.6,70,
192,柳林,2021-04-15 00:00,5.1,,.3,70,
192,柳林,2021-04-15 01:00,4.5,,0,72,
192,柳林,2021-04-15 02:00,3.9,,0,79,
192,柳林,2021-04-15 03:00,2.9,,.1,81,
192,柳林,2021-04-15 04:00,1.8,,.5,86,
192,柳林,2021-04-15 05:00,1.8,,1,90,
192,柳林,2021-04-15 06:00,.8,,.2,90,
192,柳林,2021-04-15 07:00,2.5,,.7,84,
192,柳林,2021-04-15 08:00,7,,.7,68,
192,柳林,2021-04-15 09:00,10.4,,1.2,51,
192,柳林,2021-04-15 10:00,13.1,,.8,37,
192,柳林,2021-04-15 11:00,14.6,,1.3,30,
192,柳林,2021-04-15 12:00,16.1,,1.3,28,
192,柳林,2021-04-15 13:00,17,,1.5,26,
192,柳林,2021-04-15 14:00,16.8,,1.2,24,
192,柳林,2021-04-15 15:00,17.4,,1.9,25,
192,柳林,2021-04-15 16:00,17.1,,2,26,
192,柳林,2021-04-15 17:00,16.6,,2,29,
192,柳林,2021-04-15 18:00,15.3,,1.2,34,
192,柳林,2021-04-15 19:00,13.1,,.4,40,
192,柳林,2021-04-15 20:00,12.1,,1.5,49,
192,柳林,2021-04-15 21:00,9.3,,.2,69,
192,柳林,2021-04-15 22:00,6.6,,.3,78,
192,柳林,2021-04-15 23:00,5.5,,.4,83,
192,柳林,2021-04-16 00:00,4.4,,.3,87,
192,柳林,2021-04-16 01:00,3.7,,0,91,
192,柳林,2021-04-16 02:00,3.2,,.2,93,
192,柳林,2021-04-16 03:00,3.2,,.2,93,
192,柳林,2021-04-16 04:00,2.4,,.2,95,
192,柳林,2021-04-16 05:00,2.4,,.5,95,
192,柳林,2021-04-16 06:00,3.4,,.2,95,
192,柳林,2021-04-16 07:00,5.3,,.5,90,
192,柳林,2021-04-16 08:00,7.8,,.4,84,
192,柳林,2021-04-16 09:00,10.8,,.9,73,
192,柳林,2021-04-16 10:00,12.2,,.3,71,
192,柳林,2021-04-16 11:00,16.4,,2.1,60,
192,柳林,2021-04-16 12:00,18,,2.3,56,
192,柳林,2021-04-16 13:00,18.7,,2.1,54,
192,柳林,2021-04-16 14:00,19.8,,2.5,56,
192,柳林,2021-04-16 15:00,19.5,,2.2,54,
192,柳林,2021-04-16 16:00,19.2,,2.5,54,
192,柳林,2021-04-16 17:00,19.1,,2.1,55,
192,柳林,2021-04-16 18:00,18,,1.6,60,
192,柳林,2021-04-16 19:00,16.6,,1.5,66,
192,柳林,2021-04-16 20:00,15.6,,1.3,71,
192,柳林,2021-04-16 21:00,15.5,,.5,73,
192,柳林,2021-04-16 22:00,13.6,,.4,84,
192,柳林,2021-04-16 23:00,13.6,,.1,85,
192,柳林,2021-04-17 00:00,13.8,,.4,83,
192,柳林,2021-04-17 01:00,13.3,,.2,87,
192,柳林,2021-04-17 02:00,12.6,,.3,90,
192,柳林,2021-04-17 03:00,11.8,,0,93,
192,柳林,2021-04-17 04:00,11.1,,.5,95,
192,柳林,2021-04-17 05:00,10.5,,0,96,
192,柳林,2021-04-17 06:00,9.5,,.3,97,
192,柳林,2021-04-17 07:00,9.8,,.2,97,
192,柳林,2021-04-17 08:00,13.2,,.6,85,
192,柳林,2021-04-17 09:00,14.8,,.6,74,
192,柳林,2021-04-17 10:00,16.4,,1.6,64,
192,柳林,2021-04-17 11:00,17.5,,1.4,61,
192,柳林,2021-04-17 12:00,18.6,,3.9,43,
192,柳林,2021-04-17 13:00,19.2,,3.5,29,
192,柳林,2021-04-17 14:00,18.5,,3.7,29,
192,柳林,2021-04-17 15:00,17.1,,4.8,22,
192,柳林,2021-04-17 16:00,17.1,,5.6,19,
192,柳林,2021-04-17 17:00,15.9,,4,22,
192,柳林,2021-04-17 18:00,14.1,,3.5,31,
192,柳林,2021-04-17 19:00,12.1,,3.6,30,
192,柳林,2021-04-17 20:00,10.6,,1.2,31,
192,柳林,2021-04-17 21:00,10.3,,1.4,33,
192,柳林,2021-04-17 22:00,10.1,,2.5,33,
192,柳林,2021-04-17 23:00,9.2,,.9,32,
192,柳林,2021-04-18 00:00,5.2,,.9,49,
192,柳林,2021-04-18 01:00,4.3,,.3,59,
192,柳林,2021-04-18 02:00,3.3,,.9,63,
192,柳林,2021-04-18 03:00,3.2,,.3,66,
192,柳林,2021-04-18 04:00,4,,1.1,65,
192,柳林,2021-04-18 05:00,3.6,,1.2,73,
192,柳林,2021-04-18 06:00,4.6,,.2,75,
